Hs-TNF,2000,1000,T163956-TNF,"p1@TNF"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1474,T039282,13,0.0065,p26@PRKCH,5583,9403,,PRKCH,"protein kinase C eta","gene with protein product"
1475,T083091,13,0.0065,p18@ADAR,103,225,P55265,ADAR,"adenosine deaminase, RNA specific","gene with protein product"
1476,T013339,13,0.0065,p1@SLC22A18AS,5003,10965,Q8N1D0,SLC22A18AS,"solute carrier family 22 member 18 antisense","gene with protein product"
1477,T168611,13,0.0065,p3@ZCWPW1,55063,23486,,ZCWPW1,"zinc finger CW-type and PWWP domain containing 1","gene with protein product"
1478,T099720,13,0.0065,p2@MAPRE1,22919,6890,Q15691,MAPRE1,"microtubule associated protein RP/EB family member 1","gene with protein product"
1479,T065788,12,0.0060,p5@CHMP1B,57132,24287,Q7LBR1,CHMP1B,"charged multivesicular body protein 1B","gene with protein product"
1480,T148542,12,0.0060,p3@SLC22A4,6583,10968,,SLC22A4,"solute carrier family 22 member 4","gene with protein product"
1481,T161285,12,0.0060,p2@EZR,7430,12691,"P15311,E7EQR4",EZR,ezrin,"gene with protein product"
1482,T085382,12,0.0060,p3@ATP1B1,481,804,B7Z9S8,ATP1B1,"ATPase Na+/K+ transporting subunit beta 1","gene with protein product"
1483,T114514,12,0.0060,p1@DHRS9,10170,16888,"Q9BPW9,C9J430",DHRS9,"dehydrogenase/reductase 9","gene with protein product"
1484,T166199,12,0.0060,p16@HSP90AB1,3326,5258,P08238,HSP90AB1,"heat shock protein 90 alpha family class B member 1","gene with protein product"
1485,T073069,12,0.0060,p5@FXYD5,53827,4029,Q96DB9,FXYD5,"FXYD domain containing ion transport regulator 5","gene with protein product"
1486,T153846,12,0.0060,p6@SLC1A3,6507,10941,,SLC1A3,"solute carrier family 1 member 3","gene with protein product"
1487,T175749,12,0.0060,p4@MYO1G,64005,13880,B0I1T2,MYO1G,"myosin IG","gene with protein product"
1488,T063454,12,0.0060,p9@SPHK1,8877,11240,"Q9NYA1,Q53ZR5,Q96GK1",SPHK1,"sphingosine kinase 1","gene with protein product"
1489,T047882,12,0.0060,p4@BLM,641,1058,F5H7R6,BLM,"Bloom syndrome RecQ like helicase","gene with protein product"
1490,T066954,12,0.0060,p6@TGIF1,7050,11776,,TGIF1,"TGFB induced factor homeobox 1","gene with protein product"
1491,T128236,12,0.0060,p5@DIRC2,84925,16628,Q96SL1,DIRC2,"disrupted in renal carcinoma 2","gene with protein product"
1492,T161397,12,0.0060,p10@SOD2,6648,11180,,SOD2,"superoxide dismutase 2","gene with protein product"
1493,T094808,12,0.0060,p1@PLK3,1263,2154,,PLK3,"polo like kinase 3","gene with protein product"
1494,T112514,12,0.0060,p6@DARS,1615,2678,C9JQM9,DARS,"aspartyl-tRNA synthetase","gene with protein product"
1495,T016102,12,0.0060,p8@SLC3A2,6520,11026,,SLC3A2,"solute carrier family 3 member 2","gene with protein product"
1496,T136663,12,0.0060,p2@ACOX2,8309,120,,ACOX2,"acyl-CoA oxidase 2","gene with protein product"
1497,T165426,11,0.0055,p5@FTSJD2,23070,21077,"Q8N1G2,Q5T7F5",CMTR1,"cap methyltransferase 1","gene with protein product"
1498,T185512,11,0.0055,p8@NSMAF,8439,8017,,NSMAF,"neutral sphingomyelinase activation associated factor","gene with protein product"
1499,T074350,11,0.0055,p4@BLVRB,645,1063,P30043,BLVRB,"biliverdin reductase B","gene with protein product"
1500,T147963,11,0.0055,p7@TNFAIP8,25816,17260,O95379,TNFAIP8,"TNF alpha induced protein 8","gene with protein product"
1501,T045340,11,0.0055,p4@LACTB,114294,16468,,LACTB,"lactamase beta","gene with protein product"
1502,T077708,11,0.0055,p1@ZNF331,55422,15489,"E7ETJ5,E7EPG5",ZNF331,"zinc finger protein 331","gene with protein product"
1503,T077702,11,0.0055,p2@ZNF331,55422,15489,,ZNF331,"zinc finger protein 331","gene with protein product"
1504,T062854,11,0.0055,p2@CD300LB,124599,30811,A8K4G0,CD300LB,"CD300 molecule like family member b","gene with protein product"
1505,T051346,10,0.0050,p1@MEFV,4210,6998,"O15553,F8W6Z2,F5H870,F5GZV9,F5H2E5,F5H6N9,F5H595,F5H7E6,D2DTW2",MEFV,"MEFV, pyrin innate immunity regulator","gene with protein product"
1506,T069740,10,0.0050,p2@LDLR,3949,6547,,LDLR,"low density lipoprotein receptor","gene with protein product"
1507,T040672,10,0.0050,p2@C14orf118,55668,20210,Q9NWQ4,GPATCH2L,"G-patch domain containing 2 like","gene with protein product"
1508,T138641,10,0.0050,p2@GSTCD,79807,25806,,GSTCD,"glutathione S-transferase C-terminal domain containing","gene with protein product"
1509,T159180,10,0.0050,p2@TBC1D7,51256,21066,Q5SZL3,TBC1D7,"TBC1 domain family member 7","gene with protein product"
1510,T060053,10,0.0050,p5@UBE2Z,65264,25847,,UBE2Z,"ubiquitin conjugating enzyme E2 Z","gene with protein product"
1511,T005069,10,0.0050,p3@C10orf128,170371,27274,"E9PGT5,Q5T292",C10orf128,"chromosome 10 open reading frame 128","gene with protein product"
1512,T013038,10,0.0050,p3@GAS2,2620,4167,Q9BSF3,GAS2,"growth arrest specific 2","gene with protein product"
1513,T121778,10,0.0050,p2@RBKS,64080,30325,E9PBU0,RBKS,ribokinase,"gene with protein product"
1514,T101980,10,0.0050,p1@SLC9A8,23315,20728,"Q9Y2E8,B7Z3B1,B4DIV9",SLC9A8,"solute carrier family 9 member A8","gene with protein product"
1515,T150909,10,0.0050,p7@TNIP1,10318,16903,E7EWG2,TNIP1,"TNFAIP3 interacting protein 1","gene with protein product"
1516,T062388,10,0.0050,p3@KCNJ2,3759,6263,,KCNJ2,"potassium voltage-gated channel subfamily J member 2","gene with protein product"
1517,T149276,10,0.0050,p6@EGR1,1958,3238,"B4DNX4,F5H5Y6",EGR1,"early growth response 1","gene with protein product"
1518,T071101,10,0.0050,p2@CHERP,10523,16930,,CHERP,"calcium homeostasis endoplasmic reticulum protein","gene with protein product"
1519,T126373,10,0.0050,p1@ADAM17,6868,195,"P78536,E7EUI5,A6H8L4,B2RNB2,A8K1B4",ADAM17,"ADAM metallopeptidase domain 17","gene with protein product"
1520,T138554,10,0.0050,p11@SLC9B2,133308,25143,Q86UD5,SLC9B2,"solute carrier family 9 member B2","gene with protein product"
1521,T172796,10,0.0050,p3@PRKAG2,51422,9386,C9JUG1,PRKAG2,"protein kinase AMP-activated non-catalytic subunit gamma 2","gene with protein product"
1522,T018684,10,0.0050,p1@CYB5R2,51700,24376,Q6BCY4,CYB5R2,"cytochrome b5 reductase 2","gene with protein product"
1523,T199655,10,0.0050,p5@MAOA,4128,6833,Q49A63,MAOA,"monoamine oxidase A","gene with protein product"
1524,T162140,10,0.0050,p2@C6orf120,387263,21247,Q7Z4R8,C6orf120,"chromosome 6 open reading frame 120","gene with protein product"
1525,T089201,10,0.0050,p6@TRAF3IP3,80342,30766,B1AJU2,TRAF3IP3,"TRAF3 interacting protein 3","gene with protein product"
1526,T062981,10,0.0050,p3@TMEM104,54868,25984,B4DKL7,TMEM104,"transmembrane protein 104","gene with protein product"
1527,T158380,10,0.0050,p1@HIVEP1,3096,4920,C9J2N3,HIVEP1,"human immunodeficiency virus type I enhancer binding protein 1","gene with protein product"
1528,T063997,10,0.0050,p10@SOCS3,9021,19391,O14543,SOCS3,"suppressor of cytokine signaling 3","gene with protein product"
1529,T132206,10,0.0050,p10@B3GNT5,84002,15684,,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","gene with protein product"
1530,T187342,10,0.0050,p6@PLEKHF2,79666,20757,Q9H8W4,PLEKHF2,"pleckstrin homology and FYVE domain containing 2","gene with protein product"
1531,T064388,10,0.0050,p3@KDM6B,23135,29012,,KDM6B,"lysine demethylase 6B","gene with protein product"
1532,T030039,10,0.0050,p9@ATP2B1,490,814,P20020,ATP2B1,"ATPase plasma membrane Ca2+ transporting 1","gene with protein product"
1533,T111919,10,0.0050,p6@BIN1,274,1052,,BIN1,"bridging integrator 1","gene with protein product"
1534,T128621,10,0.0050,p3@TPRA1,131601,30413,Q86W33,TPRA1,"transmembrane protein adipocyte associated 1","gene with protein product"
1535,T194528,9,0.0045,p27@ZCCHC6,79670,25817,,ZCCHC6,"zinc finger CCHC-type containing 6","gene with protein product"
1536,T075489,9,0.0045,p4@SEMA6B,10501,10739,Q9H3T3,SEMA6B,"semaphorin 6B","gene with protein product"
1537,T155755,9,0.0045,p6@IQGAP2,10788,6111,"F5H7S7,Q13576,Q59HA3",IQGAP2,"IQ motif containing GTPase activating protein 2","gene with protein product"
1538,T141591,9,0.0045,p2@DDX60,55601,25942,D6R944,DDX60,"DExD/H-box helicase 60","gene with protein product"
1539,T146414,9,0.0045,p2@ACOX3,8310,121,O15254,ACOX3,"acyl-CoA oxidase 3, pristanoyl","gene with protein product"
1540,T132889,9,0.0045,p21@LPP,4026,6679,,LPP,"LIM domain containing preferred translocation partner in lipoma","gene with protein product"
1541,T006742,9,0.0045,p1@ECD,11319,17029,O95905,ECD,"ecdysoneless cell cycle regulator","gene with protein product"
1542,T023544,9,0.0045,p5@EPS8,2059,3420,F5GYM8,EPS8,"epidermal growth factor receptor pathway substrate 8","gene with protein product"
1543,T154725,9,0.0045,p4@GPBP1,65056,29520,,GPBP1,"GC-rich promoter binding protein 1","gene with protein product"
1544,T163537,9,0.0045,p1@TRIM39,56658,10065,A2AAZ5,TRIM39,"tripartite motif containing 39","gene with protein product"
1545,T003757,9,0.0045,p2@PDSS1,23590,17759,Q5T2R2,PDSS1,"decaprenyl diphosphate synthase subunit 1","gene with protein product"
1546,T003751,9,0.0045,p4@PDSS1,23590,17759,Q5T2R2,PDSS1,"decaprenyl diphosphate synthase subunit 1","gene with protein product"
1547,T018078,9,0.0045,p12@NUMA1,4926,8059,Q86XH4,NUMA1,"nuclear mitotic apparatus protein 1","gene with protein product"
1548,T092361,8,0.0040,p11@TNFRSF14,8764,11912,B9A034,TNFRSF14,"TNF receptor superfamily member 14","gene with protein product"
1549,T031601,8,0.0040,p2@PCID2,55795,25653,,PCID2,"PCI domain containing 2","gene with protein product"
1550,T099105,8,0.0040,p5@CD93,22918,15855,Q9NPY3,CD93,"CD93 molecule","gene with protein product"
1551,T094701,8,0.0040,p2@ATP6V0B,533,861,,ATP6V0B,"ATPase H+ transporting V0 subunit b","gene with protein product"
1552,T064390,8,0.0040,p20@KDM6B,23135,29012,,KDM6B,"lysine demethylase 6B","gene with protein product"
1553,T000422,8,0.0040,p1@NFKB2,4791,7795,Q00653,NFKB2,"nuclear factor kappa B subunit 2","gene with protein product"
1554,T186434,8,0.0040,p2@TMEM70,54968,26050,,TMEM70,"transmembrane protein 70","gene with protein product"
1555,T088698,8,0.0040,p6@IL10,3586,5962,,IL10,"interleukin 10","gene with protein product"
1556,T115185,8,0.0040,p1@MIR3128,100422824,38188,,MIR3128,"microRNA 3128","RNA, micro"
1557,T026767,8,0.0040,p4@ITGA5,3678,6141,,ITGA5,"integrin subunit alpha 5","gene with protein product"
1558,T077699,8,0.0040,p6@ZNF331,55422,15489,,ZNF331,"zinc finger protein 331","gene with protein product"
1559,T089657,8,0.0040,p6@ECE1,1889,3146,E9PN99,ECE1,"endothelin converting enzyme 1","gene with protein product"
1560,T197581,8,0.0040,p6@OFD1,8481,2567,F5H2Z4,OFD1,"OFD1, centriole and centriolar satellite protein","gene with protein product"
1561,T016622,8,0.0040,p9@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
1562,T147962,8,0.0040,p9@TNFAIP8,25816,17260,O95379,TNFAIP8,"TNF alpha induced protein 8","gene with protein product"
1563,T186648,8,0.0040,p3@ZBTB10,65986,30953,,ZBTB10,"zinc finger and BTB domain containing 10","gene with protein product"
1564,T033434,8,0.0040,p10@KIAA0226L,80183,20420,Q9H714,RUBCNL,"RUN and cysteine rich domain containing beclin 1 interacting protein like","gene with protein product"
1565,T164766,8,0.0040,p15@TAPBP,6892,11566,"D3YTI9,Q6P1N7,O15533,B2ZUA4,E9PGM2",TAPBP,"TAP binding protein","gene with protein product"
1566,T009515,8,0.0040,p1@ZC3H12C,85463,29362,,ZC3H12C,"zinc finger CCCH-type containing 12C","gene with protein product"
1567,T187027,8,0.0040,p1@RIPK2,8767,10020,"E5RGK6,E7ERW9",RIPK2,"receptor interacting serine/threonine kinase 2","gene with protein product"
1568,T184648,8,0.0040,p5@IDO1,3620,6059,,IDO1,"indoleamine 2,3-dioxygenase 1","gene with protein product"
1569,T172797,8,0.0040,p6@PRKAG2,51422,9386,C9JUG1,PRKAG2,"protein kinase AMP-activated non-catalytic subunit gamma 2","gene with protein product"
1570,T033789,8,0.0040,p1@INTS6,26512,14879,"C9J0C6,B4DL13",INTS6,"integrator complex subunit 6","gene with protein product"
1571,T019847,8,0.0040,p2@MAML2,84441,16259,Q8IZL2,MAML2,"mastermind like transcriptional coactivator 2","gene with protein product"
1572,T113679,8,0.0040,p3@NR4A2,4929,7981,P43354,NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
1573,T143300,8,0.0040,p16@SH3BP2,6452,10825,,SH3BP2,"SH3 domain binding protein 2","gene with protein product"
1574,T063992,8,0.0040,p8@SOCS3,9021,19391,"O14543,Q5U0H7,Q6FI39",SOCS3,"suppressor of cytokine signaling 3","gene with protein product"
1575,T137986,8,0.0040,p4@ST3GAL6,10402,18080,,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6","gene with protein product"
1576,T179925,8,0.0040,p10@TRPS1,7227,12340,E5RJ97,TRPS1,"transcriptional repressor GATA binding 1","gene with protein product"
1577,T163167,8,0.0040,p1@ZNF165,7718,12953,"P49910,Q53Z40",ZNF165,"zinc finger protein 165","gene with protein product"
1578,T081317,8,0.0040,p5@NOTCH2,4853,7882,Q04721,NOTCH2,"notch 2","gene with protein product"
1579,T189452,8,0.0040,p10@NEK6,10783,7749,Q5TBG4,NEK6,"NIMA related kinase 6","gene with protein product"
1580,T116859,8,0.0040,p2@HECW2,57520,29853,,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","gene with protein product"
1581,T000275,8,0.0040,p3@SFXN3,81855,16087,,SFXN3,"sideroflexin 3","gene with protein product"
1582,T020256,8,0.0040,p5@GABARAPL1,23710,4068,F5GYD9,GABARAPL1,"GABA type A receptor associated protein like 1","gene with protein product"
1583,T026053,8,0.0040,p16@NR4A1,3164,7980,,NR4A1,"nuclear receptor subfamily 4 group A member 1","gene with protein product"
1584,T178615,8,0.0040,p14@ADAP1,11033,16486,,ADAP1,"ArfGAP with dual PH domains 1","gene with protein product"
1585,T032971,8,0.0040,p15@ELF1,1997,3316,"E9PDQ9,B4E2I5,Q6MZZ4",ELF1,"E74 like ETS transcription factor 1","gene with protein product"
1586,T121364,8,0.0040,p2@DNAJC27-AS1,,42943,,DNAJC27-AS1,"DNAJC27 antisense RNA 1","RNA, long non-coding"
1587,T182033,8,0.0040,p2@BAI1,575,943,E5RG74,ADGRB1,"adhesion G protein-coupled receptor B1","gene with protein product"
1588,T073068,8,0.0040,p2@FXYD5,53827,4029,Q96DB9,FXYD5,"FXYD domain containing ion transport regulator 5","gene with protein product"
1589,T099897,8,0.0040,p3@CHMP4B,128866,16171,,CHMP4B,"charged multivesicular body protein 4B","gene with protein product"
1590,T000741,8,0.0040,p3@SFR1,119392,29574,Q86XK3,SFR1,"SWI5 dependent homologous recombination repair protein 1","gene with protein product"
1591,T097503,8,0.0040,p1@GTF2B,2959,4648,B1APE2,GTF2B,"general transcription factor IIB","gene with protein product"
1592,T147970,8,0.0040,p23@TNFAIP8,25816,17260,O95379,TNFAIP8,"TNF alpha induced protein 8","gene with protein product"
1593,T137985,8,0.0040,p2@ST3GAL6,10402,18080,"C9JWI9,F2Z2F4,Q9Y274",ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6","gene with protein product"
1594,T046632,8,0.0040,p4@SNUPN,10073,14245,O95149,SNUPN,"snurportin 1","gene with protein product"
1595,T117352,8,0.0040,p6@LAPTM4A,9741,6924,"Q15012,Q6IBP4",LAPTM4A,"lysosomal protein transmembrane 4 alpha","gene with protein product"
1596,T158724,8,0.0040,p2@NCOA7,135112,21081,"Q8N3C8,Q8NI08",NCOA7,"nuclear receptor coactivator 7","gene with protein product"
1597,T022794,8,0.0040,p3@DUSP16,80824,17909,Q9BY84,DUSP16,"dual specificity phosphatase 16","gene with protein product"
1598,T022021,8,0.0040,p1@OASL,8638,8090,"B3KN79,Q15646",OASL,"2'-5'-oligoadenylate synthetase like","gene with protein product"
1599,T101021,8,0.0040,p3@YWHAB,7529,12849,B5BU24,YWHAB,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","gene with protein product"
1600,T039216,8,0.0040,p3@SLC38A6,145389,19863,E9PM79,SLC38A6,"solute carrier family 38 member 6","gene with protein product"
1601,T012047,8,0.0040,p3@PSMA1,5682,9530,,PSMA1,"proteasome subunit alpha 1","gene with protein product"
1602,T180526,7,0.0035,p2@KIAA0196,9897,28984,E5RFU6,WASHC5,"WASH complex subunit 5","gene with protein product"
1603,T021271,7,0.0035,p1@IQCD,115811,25168,"C9JL81,Q96DY2",IQCD,"IQ motif containing D","gene with protein product"
1604,T030044,7,0.0035,p6@ATP2B1,490,814,P20020,ATP2B1,"ATPase plasma membrane Ca2+ transporting 1","gene with protein product"
1605,T011292,7,0.0035,p3@SLC37A2,219855,20644,Q8TED4,SLC37A2,"solute carrier family 37 member 2","gene with protein product"
1606,T111068,7,0.0035,p4@SLC20A1,6574,10946,,SLC20A1,"solute carrier family 20 member 1","gene with protein product"
1607,T137353,6,0.0030,p1@PROK2,60675,18455,"Q9HC23,Q6ISR0",PROK2,"prokineticin 2","gene with protein product"
1608,T056302,6,0.0030,p1@MAP2K3,5606,6843,"E9PMA8,E9PRM0",MAP2K3,"mitogen-activated protein kinase kinase 3","gene with protein product"
1609,T096216,6,0.0030,"p1@LEPROT,p1@LEPR","3953,54741","6554,29477","P48357,A2RRQ4",LEPR,"leptin receptor","gene with protein product"
1610,T132216,6,0.0030,p21@B3GNT5,84002,15684,,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","gene with protein product"
1611,T198634,6,0.0030,p4@AP1S2,8905,560,"P56377,Q549M9",AP1S2,"adaptor related protein complex 1 sigma 2 subunit","gene with protein product"
1612,T139453,6,0.0030,p1@ANXA5,308,543,"D6RBL5,E9PHT9,E7ENQ5,D6RCN3,D6RBE9,P08758",ANXA5,"annexin A5","gene with protein product"
1613,T069470,6,0.0030,p6@ICAM1,3383,5344,Q15463,ICAM1,"intercellular adhesion molecule 1","gene with protein product"
1614,T066784,6,0.0030,p4@MAPRE2,10982,6891,"E9PHR3,Q15555",MAPRE2,"microtubule associated protein RP/EB family member 2","gene with protein product"
1615,T172214,6,0.0030,p14@ZYX,7791,13200,C9JJK5,ZYX,zyxin,"gene with protein product"
1616,T106455,6,0.0030,p7@BCL2L13,23786,17164,,BCL2L13,"BCL2 like 13","gene with protein product"
1617,T161440,6,0.0030,p13@SOD2,6648,11180,,SOD2,"superoxide dismutase 2","gene with protein product"
1618,T064397,6,0.0030,p6@KDM6B,23135,29012,,KDM6B,"lysine demethylase 6B","gene with protein product"
1619,T124555,6,0.0030,p3@FBXO48,554251,33857,Q5FWF7,FBXO48,"F-box protein 48","gene with protein product"
1620,T092723,6,0.0030,p4@UBXN11,91544,30600,Q5T124,UBXN11,"UBX domain protein 11","gene with protein product"
1621,T127927,6,0.0030,p7@ADPRH,141,269,P54922,ADPRH,"ADP-ribosylarginine hydrolase","gene with protein product"
1622,T186856,6,0.0030,p11@CA13,377677,14914,Q8N1Q1,CA13,"carbonic anhydrase 13","gene with protein product"
1623,T100723,6,0.0030,p1@MAFB,9935,6408,Q9Y5Q3,MAFB,"MAF bZIP transcription factor B","gene with protein product"
1624,T146486,6,0.0030,p13@ARHGAP24,83478,25361,,ARHGAP24,"Rho GTPase activating protein 24","gene with protein product"
1625,T107929,6,0.0030,p3@PISD,23761,8999,F5GYC6,PISD,"phosphatidylserine decarboxylase","gene with protein product"
1626,T190198,6,0.0030,p3@DOLK,22845,23406,Q9UPQ8,DOLK,"dolichol kinase","gene with protein product"
1627,T131164,6,0.0030,p2@KPNA4,3840,6397,,KPNA4,"karyopherin subunit alpha 4","gene with protein product"
1628,T156887,6,0.0030,p2@ELL2,22936,17064,,ELL2,"elongation factor for RNA polymerase II 2","gene with protein product"
1629,T199606,6,0.0030,p4@DDX3X,1654,2745,"O00571,B4E3E8",DDX3X,"DEAD-box helicase 3, X-linked","gene with protein product"
1630,T121851,6,0.0030,p10@FOSL2,2355,3798,Q9H5M2,FOSL2,"FOS like 2, AP-1 transcription factor subunit","gene with protein product"
1631,T043973,6,0.0030,p1@C15orf48,84419,29898,Q9C002,C15orf48,"chromosome 15 open reading frame 48","gene with protein product"
1632,T068040,6,0.0030,p13@ALPK2,115701,20565,,ALPK2,"alpha kinase 2","gene with protein product"
1633,T146407,6,0.0030,p2@MRPS18C,51023,16633,Q9Y3D5,MRPS18C,"mitochondrial ribosomal protein S18C","gene with protein product"
1634,T130651,6,0.0030,p3@SH3BP5,9467,10827,,SH3BP5,"SH3 domain binding protein 5","gene with protein product"
1635,T113677,6,0.0030,p5@NR4A2,4929,7981,P43354,NR4A2,"nuclear receptor subfamily 4 group A member 2","gene with protein product"
1636,T016101,6,0.0030,p12@SLC3A2,6520,11026,,SLC3A2,"solute carrier family 3 member 2","gene with protein product"
1637,T198665,6,0.0030,p1@P2RY8,286530,15524,Q86VZ1,P2RY8,"purinergic receptor P2Y8","gene with protein product"
1638,T166100,6,0.0030,p6@VEGFA,7422,12680,,VEGFA,"vascular endothelial growth factor A","gene with protein product"
1639,T064985,6,0.0030,p1@MAFG,4097,6781,O15525,MAFG,"MAF bZIP transcription factor G","gene with protein product"
1640,T045398,6,0.0030,p4@USP3,9960,12626,,USP3,"ubiquitin specific peptidase 3","gene with protein product"
1641,T077484,6,0.0030,p6@FPR2,2358,3827,P25090,FPR2,"formyl peptide receptor 2","gene with protein product"
1642,T119389,6,0.0030,p7@SGPP2,130367,19953,Q8IWX5,SGPP2,"sphingosine-1-phosphate phosphatase 2","gene with protein product"
1643,T003262,6,0.0030,p3@NSUN6,221078,23529,Q8TEA1,NSUN6,"NOP2/Sun RNA methyltransferase family member 6","gene with protein product"
1644,T198632,6,0.0030,p3@AP1S2,8905,560,A6NH01,AP1S2,"adaptor related protein complex 1 sigma 2 subunit","gene with protein product"
1645,T196470,6,0.0030,p9@ALG13,79868,30881,,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit","gene with protein product"
1646,T121775,6,0.0030,p6@BRE,9577,1106,Q9NXR7,BRE,"brain and reproductive organ-expressed (TNFRSF1A modulator)","gene with protein product"
1647,T186430,6,0.0030,p4@TCEB1,6921,11617,E5RHG8,ELOC,"elongin C","gene with protein product"
1648,T198329,6,0.0030,p11@MECP2,4204,6990,,MECP2,"methyl-CpG binding protein 2","gene with protein product"
1649,T054914,6,0.0030,p6@SLC7A5,8140,11063,,SLC7A5,"solute carrier family 7 member 5","gene with protein product"
1650,T078842,6,0.0030,p5@GTF2F1,2962,4652,P35269,GTF2F1,"general transcription factor IIF subunit 1","gene with protein product"
1651,T135122,6,0.0030,p1@CCR5,1234,1606,P51681,CCR5,"C-C motif chemokine receptor 5 (gene/pseudogene)","gene with protein product"
1652,T137995,6,0.0030,p1@ST3GAL6,10402,18080,C9IZL6,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6","gene with protein product"
1653,T139433,6,0.0030,p5@ANXA5,308,543,P08758,ANXA5,"annexin A5","gene with protein product"
1654,T040703,6,0.0030,p2@VASH1,22846,19964,Q7L8A9,VASH1,"vasohibin 1","gene with protein product"
1655,T198575,6,0.0030,p2@CLIC2,1193,2063,,CLIC2,"chloride intracellular channel 2","gene with protein product"
1656,T022034,6,0.0030,p2@P2RX7,5027,8537,F5H237,P2RX7,"purinergic receptor P2X 7","gene with protein product"
1657,T036271,6,0.0030,p1@PNP,4860,7892,G3V308,PNP,"purine nucleoside phosphorylase","gene with protein product"
1658,T075497,6,0.0030,p1@SEMA6B,10501,10739,Q9H3T3,SEMA6B,"semaphorin 6B","gene with protein product"
1659,T173893,6,0.0030,p3@IL6,3569,6018,,IL6,"interleukin 6","gene with protein product"
1660,T183313,6,0.0030,p13@EGR3,1960,3240,,EGR3,"early growth response 3","gene with protein product"
1661,T198633,6,0.0030,p1@AP1S2,8905,560,"E9PE78,A6NH01,B4DSU4,B7Z3M9",AP1S2,"adaptor related protein complex 1 sigma 2 subunit","gene with protein product"
1662,T109081,6,0.0030,p8@TNRC6B,23112,29190,"B0QYM5,Q9UPQ9",TNRC6B,"trinucleotide repeat containing 6B","gene with protein product"
1663,T149993,6,0.0030,p15@NR3C1,2908,7978,Q3MSN4,NR3C1,"nuclear receptor subfamily 3 group C member 1","gene with protein product"
1664,T157644,6,0.0030,p5@CD164,8763,1632,D6R9B4,CD164,"CD164 molecule","gene with protein product"
1665,T026511,6,0.0030,p8@PRR13,54458,24528,,PRR13,"proline rich 13","gene with protein product"
1666,T154952,6,0.0030,p3@ELOVL7,79993,26292,D6RHD0,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
1667,T134273,6,0.0030,p1@PDCD6IP,10015,8766,"C9IZF9,F8WBR8,F8WEQ7,E9PFU1,Q6NUS1,Q8WUM4",PDCD6IP,"programmed cell death 6 interacting protein","gene with protein product"
1668,T019563,6,0.0030,p6@DENND5A,23258,19344,,DENND5A,"DENN domain containing 5A","gene with protein product"
1669,T082124,6,0.0030,p2@PRPF3,9129,17348,O43395,PRPF3,"pre-mRNA processing factor 3","gene with protein product"
1670,T059843,6,0.0030,p5@CXCL16,58191,16642,Q9H2A7,CXCL16,"C-X-C motif chemokine ligand 16","gene with protein product"
1671,T051218,6,0.0030,p1@ITGAX,3687,6152,"P20702,Q8TES5",ITGAX,"integrin subunit alpha X","gene with protein product"
1672,T029973,6,0.0030,p2@DUSP6,1848,3072,,DUSP6,"dual specificity phosphatase 6","gene with protein product"
1673,T092726,6,0.0030,p6@UBXN11,91544,30600,Q5T118,UBXN11,"UBX domain protein 11","gene with protein product"
1674,T108856,6,0.0030,p1@JOSD1,9929,28953,"B0QY57,B0QY58",JOSD1,"Josephin domain containing 1","gene with protein product"
1675,T100993,6,0.0030,p1@ADA,100,186,"F5GWI4,F5GYD4",ADA,"adenosine deaminase","gene with protein product"
1676,T030048,5,0.0025,p7@ATP2B1,490,814,P20020,ATP2B1,"ATPase plasma membrane Ca2+ transporting 1","gene with protein product"
1677,T015417,5,0.0025,p5@MS4A7,58475,13378,E9PL98,MS4A7,"membrane spanning 4-domains A7","gene with protein product"
1678,T143504,5,0.0025,p9@ARAP2,116984,16924,,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","gene with protein product"
1679,T052933,5,0.0025,p1@RRAD,6236,10446,P55042,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator","gene with protein product"
1680,T029972,5,0.0025,p3@DUSP6,1848,3072,,DUSP6,"dual specificity phosphatase 6","gene with protein product"
1681,T176083,5,0.0025,p1@KIAA0415,9907,22197,O43299,AP5Z1,"adaptor related protein complex 5 zeta 1 subunit","gene with protein product"
1682,T176072,5,0.0025,p9@UPP1,7378,12576,C9J486,UPP1,"uridine phosphorylase 1","gene with protein product"
1683,T007328,4,0.0020,p1@PPIF,10105,9259,"P30405,Q2YDB7",PPIF,"peptidylprolyl isomerase F","gene with protein product"
